data,lp,src,ref,pos,neg,pos.model,neg.model,bestmodel
newstest2019,en-fi,The same study connected these things to an overall lower risk of mortality.,Sama tutkimus yhdisti nämä seikat matalampaan kuolleisuuteen.,Saman tutkimuksen yhteydessä nämä asiat alhaisemmat riski kuolleisuuden.,Sama tutkimus liittyy näihin asioihin kuolleisuuden kuolleisuuden.,online-A.0,AaltoHnmtMultitask.4873,online-A.0
newstest2019,en-fi,The same study connected these things to an overall lower risk of mortality.,Sama tutkimus yhdisti nämä seikat matalampaan kuolleisuuteen.,Saman tutkimuksen yhteydessä nämä asiat alhaisemmat riski kuolleisuuden.,"Josko on henki kuka ansaitsee mitali sisällä Olympics tai aktori kuka voittaa Oscar, ovat lisää luultavasti asua pituinen kuin keskiarvo mies.",online-A.0,apertium-unconstrained.4769,online-A.0
newstest2019,en-fi,The same study connected these things to an overall lower risk of mortality.,Sama tutkimus yhdisti nämä seikat matalampaan kuolleisuuteen.,Sama tutkimus yhdisti nämä asiat yleiselle matalammalle kuolleisuuden riskille.,Sama tutkimus liittyy näihin asioihin kuolleisuuden kuolleisuuden.,HY-AH.4797,AaltoHnmtMultitask.4873,HY-AH.4797
newstest2019,en-fi,The same study connected these things to an overall lower risk of mortality.,Sama tutkimus yhdisti nämä seikat matalampaan kuolleisuuteen.,Sama tutkimus yhdisti nämä asiat yleiselle matalammalle kuolleisuuden riskille.,Samassa tutkimuksessa yhdistetään näitä asioita yleiseen kuolleisuusriskiin.,HY-AH.4797,TALP-UPC.4939,HY-AH.4797
newstest2019,en-fi,The same study connected these things to an overall lower risk of mortality.,Sama tutkimus yhdisti nämä seikat matalampaan kuolleisuuteen.,Samassa tutkimuksessa nämä asiat liittyvät yleisesti alhaisempaan kuolleisuusriskiin.,Samassa tutkimuksessa yhdistetään näitä asioita yleiseen kuolleisuusriskiin.,HY-HNMT.4961,TALP-UPC.4939,HY-HNMT.4961
newstest2019,en-fi,The same study connected these things to an overall lower risk of mortality.,Sama tutkimus yhdisti nämä seikat matalampaan kuolleisuuteen.,Sama tutkimus yhdisti nämä asiat yleiselle matalammalle kuolleisuuden riskille.,"Josko on henki kuka ansaitsee mitali sisällä Olympics tai aktori kuka voittaa Oscar, ovat lisää luultavasti asua pituinen kuin keskiarvo mies.",HY-AH.4797,apertium-unconstrained.4769,HY-AH.4797
newstest2019,en-fi,The same study connected these things to an overall lower risk of mortality.,Sama tutkimus yhdisti nämä seikat matalampaan kuolleisuuteen.,Samassa tutkimuksessa yhdistetään näitä asioita yleiseen kuolleisuusriskiin.,"Josko on henki kuka ansaitsee mitali sisällä Olympics tai aktori kuka voittaa Oscar, ovat lisää luultavasti asua pituinen kuin keskiarvo mies.",TALP-UPC.4939,apertium-unconstrained.4769,TALP-UPC.4939
newstest2019,en-fi,The same study connected these things to an overall lower risk of mortality.,Sama tutkimus yhdisti nämä seikat matalampaan kuolleisuuteen.,Samassa tutkimuksessa nämä asiat liittyvät yleisesti alhaisempaan kuolleisuusriskiin.,"Josko on henki kuka ansaitsee mitali sisällä Olympics tai aktori kuka voittaa Oscar, ovat lisää luultavasti asua pituinen kuin keskiarvo mies.",HY-HNMT.4961,apertium-unconstrained.4769,HY-HNMT.4961
newstest2019,en-fi,The same study connected these things to an overall lower risk of mortality.,Sama tutkimus yhdisti nämä seikat matalampaan kuolleisuuteen.,Sama tutkimus yhdisti nämä asiat yleiselle matalammalle kuolleisuuden riskille.,Samassa tutkimuksessa nämä asiat liittyvät yleisesti alhaisempaan kuolleisuusriskiin.,HY-AH.4797,HY-HNMT.4961,HY-AH.4797
newstest2019,en-fi,The same study connected these things to an overall lower risk of mortality.,Sama tutkimus yhdisti nämä seikat matalampaan kuolleisuuteen.,Samassa tutkimuksessa nämä asiat liittyvät yleisesti alhaisempaan kuolleisuusriskiin.,Sama tutkimus liittyy näihin asioihin kuolleisuuden kuolleisuuden.,HY-HNMT.4961,AaltoHnmtMultitask.4873,HY-HNMT.4961
newstest2019,en-fi,"During this decade, unemployment has increased 35 per cent and is prolonged from 34 to 35 weeks on average.",Työttömyys on tällä vuosikymmenellä lisääntynyt 35 prosenttia ja pitkittynyt keskimäärin 34:stä 54 viikkoon.,Tänä vuosikymmenenä Aikana työttömyys on lisännyt 35 prosenttia ja pitkitetään 34 - 35 viikkoa keskimääräistä.,Työttömyys nyt maksaa 3 miljardi eurot lisää vuosittain kuin on sisällä 2008.,HY-AH.4797,apertium-unconstrained.4769,HY-AH.4797
newstest2019,en-fi,"During this decade, unemployment has increased 35 per cent and is prolonged from 34 to 35 weeks on average.",Työttömyys on tällä vuosikymmenellä lisääntynyt 35 prosenttia ja pitkittynyt keskimäärin 34:stä 54 viikkoon.,Tämän vuosikymmenen aikana työttömyys on lisääntynyt 35 prosenttia ja on pidennetty 34 35 viikkoa keskimäärin.,Työttömyys nyt maksaa 3 miljardi eurot lisää vuosittain kuin on sisällä 2008.,online-A.0,apertium-unconstrained.4769,online-A.0
newstest2019,en-fi,"The world economy’s growth predictions have, again and again, turned out to be overly positive, so there will be no support from international economy.",Maailmantalouden kasvuennusteet ovat toistuvasti osoittautuneet ylioptimistisiksi eli vetoapua kansainvälisestä taloudesta ei tule.,"Maailman talouden kasvun ennusteet ovat, uudelleen ja uudelleen, osoittautui liian positiivinen, joten ei tule tukea kansainväliseen talouteen.","Maailmantalouden kasvu ennusteet on, again and again, osoittautuneet olevan liian positiivinen, niinpä siinä ovat mitään tukea kansainvälistä taloutta.",online-G.0,HY-AH.4797,online-G.0
newstest2019,en-fi,The graphs presented by the State Secretary Martti Hetemäki in the budgetary press conference prove it indisputably:,Valtiosihteeri Martti Hetemäen budjetin tiedostustilaisuudessa esittelemät käyrät todistavat sen vastaansanomattomasti:,Sen esittämät kaaviot valtiosihteeri Martti Hetemäki talousarvion lehdistötilaisuudessa osoittavat kiistattomasti:,Kaaviot esittää Valtiosihteeri Martti jotka Hetemäki budjettilehdistötilaisuudessa todistavat sen kiistämättä: .,jhu-nmt-lattice-rescore.4903,HY-AH.4797,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,The graphs presented by the State Secretary Martti Hetemäki in the budgetary press conference prove it indisputably:,Valtiosihteeri Martti Hetemäen budjetin tiedostustilaisuudessa esittelemät käyrät todistavat sen vastaansanomattomasti:,Sen esittämät kaaviot valtiosihteeri Martti Hetemäki talousarvion lehdistötilaisuudessa osoittavat kiistattomasti:,Valtiosihteeri Martti Hetemäki esittämät budjettikonferenssit budjettikonferenssissa osoittavat sen kiistatta:,jhu-nmt-lattice-rescore.4903,AaltoHnmtMultitask.4873,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,The graphs presented by the State Secretary Martti Hetemäki in the budgetary press conference prove it indisputably:,Valtiosihteeri Martti Hetemäen budjetin tiedostustilaisuudessa esittelemät käyrät todistavat sen vastaansanomattomasti:,Sen esittämät kaaviot valtiosihteeri Martti Hetemäki talousarvion lehdistötilaisuudessa osoittavat kiistattomasti:,Kaaviot esittämä valtion sihteeri Martti Hetemäki talousarvion lehdistötilaisuudessa todistaa kiistattomasti:,jhu-nmt-lattice-rescore.4903,online-A.0,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,"In spring 2015, the debt recovery proposed by the Left Alliance was rejected, because it was considered to be irresponsible.","Keväällä 2015 vasemmistoliiton esittämä velkaelvytys torjuttiin, koska sitä pidettiin vastuuttomana.","Keväällä 2015 vasemmistoliiton ehdottama velkaelvytys hylättiin, koska sitä pidettiin vastuuttomana.","Keväällä 2015, velkaelvytystä vasemmistoliiton ehdottama hylättiin, koska sen katsottiin olevan vastuutonta.",AaltoHnmtFlatcat.4798,HY-SMT.4882,AaltoHnmtFlatcat.4798
newstest2019,en-fi,"In spring 2015, the debt recovery proposed by the Left Alliance was rejected, because it was considered to be irresponsible.","Keväällä 2015 vasemmistoliiton esittämä velkaelvytys torjuttiin, koska sitä pidettiin vastuuttomana.","Keväällä 2015 vasemmistoliiton ehdottama velkaelvytys hylättiin, koska sitä pidettiin vastuuttomana.","Keväässä 2015, velkaelvytys ehdottaa Vasemmistoliitto jonka oli hyljättiin, koska sitä harkittiin olevan vastuuton.",AaltoHnmtFlatcat.4798,HY-AH.4797,AaltoHnmtFlatcat.4798
newstest2019,en-fi,What is responsible?,Mikä on vastuullista?,Vastuussa ovatko ne vastuussa?,On vastuussa?,TALP-UPC.4939,jhu-pbmt.4968,TALP-UPC.4939
newstest2019,en-fi,"Many public health campaigns to get people to ""find 30,"" ""get off the couch"" and ""be active everyday"" have fallen on deaf ears because most public health messages are boring and delivered by people who look miserable.","Monien julkisten terveyskampanjoiden kehotukset ”löydä 30”, ”nouse sohvalta” ja ”ole aktiivinen joka päivä” eivät ole tuottaneet mitään tulosta siitä syystä, että suurin osa julkisista terveysvaroituksista on tylsiä ja niitä välittävät ihmiset, jotka näyttävät onnettomilta.","Monet kansanterveyskampanjat, joiden tarkoituksena on saada ihmiset ""löytämään 30"", ""päästä sohvalta"" ja ""olla aktiivisia päivittäin"", ovat kuulleet kuuroille korville, koska useimmat kansanterveysviestit ovat tylsää ja toimittavat ihmiset, jotka näyttävät surkeilta.","yleinen terveys kampanjat osua kansa saada 30"", ""get off sohva"" ja ""on elävä arkinen"" omistaa fall on kuuro tähkät koska tosi yleinen terveys sanomat on poraa ja antaa ohi kansa kuka näkee surkea.",online-B.0,apertium-unconstrained.4769,online-B.0
newstest2019,en-fi,The company does not know who is playing Pokémon Go - it just sees raw data on exercise levels.,"Yhtiö ei tiedä, kuka pelaa Pokémon Gota, se näkee vain harjoittelutasotiedot.","Yhtiö ei tiedä, ketkä pelaavat Pokémon Goia - se vain näkee raaka-arvot liikuntatasosta.",Yritys ei tiedä kuka pelata Pokã mon Menolle - se juuri näkee raakoja tietoja harjoituksen tasoja.,online-B.0,HY-AH.4797,online-B.0
newstest2019,en-fi,"An 87-year old woman has been missing since this afternoon in Lahdenkylä, Ilmajoki, in Southern Ostrobothnia.",87-vuotias nainen on ollut iltapäivästä asti kateissa Ilmajoen Lahdenkylässä Etelä-Pohjanmaalla.,"87-vuotias nainen on kadonnut tänä iltapäivänä Lahdenkylässä, Ilmajoella, Etelä-Pohjanmaalla.","87-vuotias nainen on ollut kateissa iltapäivällä Lahdenkylässä, Ilmajoella, Etelä-Ostrobothniassa.",online-B.0,AaltoHnmtFlatcat.4798,online-B.0
newstest2019,en-fi,A downburst knocked over Parafest festival’s tents and caused massive destruction.,Parafest-festivaalien teltat kaatanut syöksyvirtaus aiheutti mittavat tuhot.,Alaburst löi Parafest - festivaalin kantatelttoja ja aiheutti mittavaa tuhoa.,Parafestissakin on kukistettu Parafest-festivaalit teltoissa ja aiheutettu valtavaa tuhoa.,HY-SMT.4882,AaltoHnmtFlatcat.4798,HY-SMT.4882
newstest2019,en-fi,A downburst knocked over Parafest festival’s tents and caused massive destruction.,Parafest-festivaalien teltat kaatanut syöksyvirtaus aiheutti mittavat tuhot.,Alaburst löi Parafest - festivaalin kantatelttoja ja aiheutti mittavaa tuhoa.,Parasvalaisimpia telttoja yllyttämään ja aiheuttamaan valtavaa tuhoa.,HY-SMT.4882,TALP-UPC.4939,HY-SMT.4882
newstest2019,en-fi,A downburst knocked over Parafest festival’s tents and caused massive destruction.,Parafest-festivaalien teltat kaatanut syöksyvirtaus aiheutti mittavat tuhot.,Syöksyvirtaus kaadu Parafest festival teltat ja aiheutti suurta tuhoa.,Parasvalaisimpia telttoja yllyttämään ja aiheuttamaan valtavaa tuhoa.,online-A.0,TALP-UPC.4939,online-A.0
newstest2019,en-fi,A downburst knocked over Parafest festival’s tents and caused massive destruction.,Parafest-festivaalien teltat kaatanut syöksyvirtaus aiheutti mittavat tuhot.,Syöksyvirtaus kaadu Parafest festival teltat ja aiheutti suurta tuhoa.,Parafestissakin on kukistettu Parafest-festivaalit teltoissa ja aiheutettu valtavaa tuhoa.,online-A.0,AaltoHnmtFlatcat.4798,online-A.0
newstest2019,en-fi,Ingredients for a disaster - see the picture gallery of the Parafest destruction,Suuronnettomuuden ainekset ilmassa - katso kuvagalleria Parafestin tuhoista,Ainekset katastrofia varten - näkevät kuvan Parafestin hävityksen gallerian.,Katastrofin aineksia - katso kuva Gallery of the Parafest tuho,HY-AH.4797,jhu-pbmt.4968,HY-AH.4797
newstest2019,en-fi,Ingredients for a disaster - see the picture gallery of the Parafest destruction,Suuronnettomuuden ainekset ilmassa - katso kuvagalleria Parafestin tuhoista,Ainekset katastrofia varten - näkevät kuvan Parafestin hävityksen gallerian.,Onnettomuuden ainekset - yleisöpalvelujen tuhoaminen yleisölehterillä,HY-AH.4797,TALP-UPC.4939,HY-AH.4797
newstest2019,en-fi,At the moment he is competing for the possible victory.,Parhaillaan hän kilpailee mahdollisesta voitosta.,Tällä hetkellä hän kilpailee mahdollinen voitto.,Sinä voi ääni sillä Salomon päälle sanomalehti nettisivut kunnes 21. elokuu.,HY-SMT.4882,apertium-unconstrained.4769,HY-SMT.4882
newstest2019,en-fi,At the moment he is competing for the possible victory.,Parhaillaan hän kilpailee mahdollisesta voitosta.,Tällä hetkellä hän kilpailee mahdollista voittoa.,Sinä voi ääni sillä Salomon päälle sanomalehti nettisivut kunnes 21. elokuu.,TALP-UPC.4939,apertium-unconstrained.4769,TALP-UPC.4939
newstest2019,en-fi,At the moment he is competing for the possible victory.,Parhaillaan hän kilpailee mahdollisesta voitosta.,Tällä hetkellä hän kilpailee mahdollista voitto.,Sinä voi ääni sillä Salomon päälle sanomalehti nettisivut kunnes 21. elokuu.,online-G.0,apertium-unconstrained.4769,online-G.0
newstest2019,en-fi,At the moment he is competing for the possible victory.,Parhaillaan hän kilpailee mahdollisesta voitosta.,Tällä hetkellä hän kilpailee mahdollista voittoa.,Tällä hetkellä hän kilpailee mahdollista voitto.,TALP-UPC.4939,online-G.0,TALP-UPC.4939
newstest2019,en-fi,He served previously as a deputy prime minister and defence minister.,Hän toimi aiemmin varapääministerinä ja puolustusministerinä.,Hän toimi aikaisemmin varapääministerinä ja puolustusministerinä.,astuu aiemmin edustaja pääministeri ja defence minister.,online-B.0,apertium-unconstrained.4769,online-B.0
newstest2019,en-fi,Criminal Minds star Thomas Gibson sacked after hitting producer,Criminal Minds -tähti Thomas Gibson sai kenkää lyötyään tuottajaa,"Criminal Mindsin tähti Thomas Gibson purettiin sen jälkeen, kun hän osui tuottajaan",Rikolliset Mielet esittävät pääosaa Thomas Gibson säkittivät hitting tuottajan jälkeen.,online-B.0,HY-AH.4797,online-B.0
newstest2019,en-fi,"Amid the Fury of the Olympics, the Zen of the Trampoline",Trampoliinin rauhaa olympialaisvimman keskellä,"Olympialaisten raivoissa, trampoliinin Zenissa",The Zun of the Zen of the Zen of the Trampoline,online-B.0,AaltoHnmtMultitask.4873,online-B.0
newstest2019,en-fi,"Amid the Fury of the Olympics, the Zen of the Trampoline",Trampoliinin rauhaa olympialaisvimman keskellä,"Olympialaisten raivoissa, trampoliinin Zenissa","Kun Fury of the olympialaiset, Zen of the Trampoline",online-B.0,jhu-nmt-lattice-rescore.4903,online-B.0
newstest2019,en-fi,"For eons, Amharas from Ethiopia's predominantly Christian highlands flourished in politics and business, exploiting the Oromos, many of whom are Muslim and live in lowland areas.","Hyvin pitkän ajan amharat, jotka tulevat Etiopian pääosin kristityiltä ylängöiltä, menestyivät politiikassa ja liiketoiminnassa käyttäen hyväkseen oromoita, joista monet ovat muslimeita ja jotka asuvat alangoilla.","Etiopiasta kotoisin oleva Etiopian kristillinen ylängö kukoisti politiikassa ja bisneksessä ja käytti hyväkseen Oromoksia, joista monet ovat islaminuskoisia ja elävät launa-alueilla.","Eonia Varten Amharat Etiopiasta ylivoimisen Kristilliset ylämaat kukoistivat politiikassa ja yrityksessä käyttäen Oromosia monet, jotka ovat Muslimi ja elää alamaan aloissa.",HY-HNMT.4961,HY-AH.4797,HY-HNMT.4961
newstest2019,en-fi,Oromos and Amharas are not natural allies.,Oromot ja amharat eivät ole luontaisia liittolaisia.,Oromos ja Amharas eivät ole luonnollisia liittolaisia.,Oromos ja Amharat eivät ole luonnolliset liittolaiset.,online-G.0,HY-AH.4797,online-G.0
newstest2019,en-fi,Oromos and Amharas are not natural allies.,Oromot ja amharat eivät ole luontaisia liittolaisia.,Oromos ja Amharas eivät ole luonnollisia liittolaisia.,Oromos ja Amharas eivät ole luonnonliittolaisia.,online-G.0,HY-HNMT.4961,online-G.0
newstest2019,en-fi,"Second, there is more solidarity between Oromos and Amharas, Ethiopia's two largest ethnic groups.","Toiseksi Etiopian kaksi suurinta etnistä ryhmää, oromot ja amharat, tulevat paremmin toimeen keskenään.","Toinen, välillä olisi enemmän solidaarisuutta Oromos ja Amharas, Etiopian kaksi suurinta etnistä ryhmää.",Oromos ja Amharas on et luonteva liittomaat.,HY-SMT.4882,apertium-unconstrained.4769,HY-SMT.4882
newstest2019,en-fi,Several young Ethiopians said this was how they gathered for protests.,"Monet nuoret etiopialaiset sanoivat, että näin he kokoontuivat mielenosoituksia varten.","Useat nuoret etiopialaiset sanoivat, että he kokoontuivat mielenosoituksiin.","Monet nuoret etiopialaisia sanoi, että tämä oli, miten he kokoontuivat protestoimaan.",HY-HNMT.4961,jhu-nmt-lattice-rescore.4903,HY-HNMT.4961
newstest2019,en-fi,Several young Ethiopians said this was how they gathered for protests.,"Monet nuoret etiopialaiset sanoivat, että näin he kokoontuivat mielenosoituksia varten.","Useat nuoret etiopialaiset sanoivat, että he kokoontuivat mielenosoituksiin.",Moni nuoret etiopialaiset sanoivat juuri näin he kokoontuivat protesteille varten.,HY-HNMT.4961,HY-AH.4797,HY-HNMT.4961
newstest2019,en-fi,Several young Ethiopians said this was how they gathered for protests.,"Monet nuoret etiopialaiset sanoivat, että näin he kokoontuivat mielenosoituksia varten.","Useat nuoret etiopialaiset sanoivat, että he kokoontuivat mielenosoituksiin.","Useat nuoret nuoret etiopialaiset sanoivat, että ne ovat kokoontuneet vastalauseisiin.",HY-HNMT.4961,TALP-UPC.4939,HY-HNMT.4961
newstest2019,en-fi,Only in the last couple of years have large numbers of Ethiopians been able to communicate using social media as cheaper smartphones became common and internet service improved.,"Vasta viimeisen muutaman vuoden aikana suuri joukko etiopialaisia on pystynyt kommunikoimaan sosiaalisen median kautta, kun halvemmat älypuhelimet ovat yleistyneet ja internet-palvelu parantunut.","Vasta parin viime vuoden aikana lukuisat etiopialaiset ovat pystyneet kommunikoimaan sosiaalisessa mediassa, koska halventunut älypuhelin muuttui yhteiseksi ja nettipalvelu parani.","Tasainen koska hallinto sammuttaa pääsy Facebook ja Twitter, yhtä se alituiseen tekee, erittäin älämölöjen aikana, kansa on yhä tekevä ilmaista internetin kautta valtuutukset että maski jonne ovat.",HY-HNMT.4961,apertium-unconstrained.4769,HY-HNMT.4961
newstest2019,en-fi,Only in the last couple of years have large numbers of Ethiopians been able to communicate using social media as cheaper smartphones became common and internet service improved.,"Vasta viimeisen muutaman vuoden aikana suuri joukko etiopialaisia on pystynyt kommunikoimaan sosiaalisen median kautta, kun halvemmat älypuhelimet ovat yleistyneet ja internet-palvelu parantunut.","Vain parin viime vuoden aikana suuri määrä etiopialaisia on pystynyt kommunikoimaan sosiaalisen median käyttöä, koska älypuhelimet älypuhelimet tuli yleinen ja nettipalvelu parani.","Tasainen koska hallinto sammuttaa pääsy Facebook ja Twitter, yhtä se alituiseen tekee, erittäin älämölöjen aikana, kansa on yhä tekevä ilmaista internetin kautta valtuutukset että maski jonne ovat.",AaltoHnmtMultitask.4873,apertium-unconstrained.4769,AaltoHnmtMultitask.4873
newstest2019,en-fi,Only in the last couple of years have large numbers of Ethiopians been able to communicate using social media as cheaper smartphones became common and internet service improved.,"Vasta viimeisen muutaman vuoden aikana suuri joukko etiopialaisia on pystynyt kommunikoimaan sosiaalisen median kautta, kun halvemmat älypuhelimet ovat yleistyneet ja internet-palvelu parantunut.","Vain parin viime vuoden aikana suuri määrä etiopialaisia on pystynyt kommunikoimaan sosiaalisen median käyttöä, koska älypuhelimet älypuhelimet tuli yleinen ja nettipalvelu parani.","Vasta parin viime vuoden aikana lukuisat etiopialaiset ovat pystyneet kommunikoimaan sosiaalisessa mediassa, koska halventunut älypuhelin muuttui yhteiseksi ja nettipalvelu parani.",AaltoHnmtMultitask.4873,HY-HNMT.4961,AaltoHnmtMultitask.4873
newstest2019,en-fi,"Several factors explain why bitter feelings, after years of simmering beneath the surface, are exploding now.","Lukuisat tekijät selittävät, miksi vuosien pinnan alla kuohumisen jälkeen katkerat tunteet ovat nyt räjähtämässä.","Useita tekijöitä selitetään, miksi katkerat tunnelmat ovat nyt räjähtäneet katkeria.",ensin on näkyy innocuous: smartphones.,TALP-UPC.4939,apertium-unconstrained.4769,TALP-UPC.4939
newstest2019,en-fi,"Several factors explain why bitter feelings, after years of simmering beneath the surface, are exploding now.","Lukuisat tekijät selittävät, miksi vuosien pinnan alla kuohumisen jälkeen katkerat tunteet ovat nyt räjähtämässä.","Useat tekijät selittävät, miksi katkeria tunteita, vuosia Hauduttaminen pinnan alle, on purkautumassa.",ensin on näkyy innocuous: smartphones.,jhu-pbmt.4968,apertium-unconstrained.4769,jhu-pbmt.4968
newstest2019,en-fi,"Several factors explain why bitter feelings, after years of simmering beneath the surface, are exploding now.","Lukuisat tekijät selittävät, miksi vuosien pinnan alla kuohumisen jälkeen katkerat tunteet ovat nyt räjähtämässä.","Useita tekijöitä selitetään, miksi katkerat tunnelmat ovat nyt räjähtäneet katkeria.","Useat tekijät selittävät, miksi katkeria tunteita, vuosia Hauduttaminen pinnan alle, on purkautumassa.",TALP-UPC.4939,jhu-pbmt.4968,TALP-UPC.4939
newstest2019,en-fi,"Analysts fear that separatist groups that had been more or less vanquished in recent years, like the Oromo Liberation Front or the Ogaden National Liberation Front, may try to exploit the turbulence and rearm.","Analyytikot pelkäävät, että separatistiryhmät kuten Oromo Liberation Front tai Ogaden National Liberation Front, jotka on viime vuosien aikana enemmän tai vähemmän kukistettu, voivat yrittää käyttää kuohuntaa hyväkseen ja aseistautua uudelleen.","Analyytikot pelkäävät, että separatistisia ryhmiä, jotka olivat olleet enemmän tai vähemmän voitettu viime vuosina, kuten Oromon vapautusrintama tai Ogadenin kansallinen vapautusrintama, voi yrittää hyödyntää turbulenssia ja varustautua.","Analyytikot pelkäävät, että viime vuosina enemmän tai vähemmän voitetut separatistiryhmät, kuten Oromo Liberation Front tai Ogaden National Liberation Front, voivat yrittää hyödyntää turbulenssia ja uudelleenaktivoitumista.",HY-SMT.4882,online-B.0,HY-SMT.4882
newstest2019,en-fi,"Analysts fear that separatist groups that had been more or less vanquished in recent years, like the Oromo Liberation Front or the Ogaden National Liberation Front, may try to exploit the turbulence and rearm.","Analyytikot pelkäävät, että separatistiryhmät kuten Oromo Liberation Front tai Ogaden National Liberation Front, jotka on viime vuosien aikana enemmän tai vähemmän kukistettu, voivat yrittää käyttää kuohuntaa hyväkseen ja aseistautua uudelleen.","Analyytikot pelkäävät, että separatistisia ryhmiä, jotka olivat olleet enemmän tai vähemmän voitettu viime vuosina, kuten Oromon vapautusrintama tai Ogadenin kansallinen vapautusrintama, voi yrittää hyödyntää turbulenssia ja varustautua.","Analyytikot pelko, että separatistinen ryhmiä, jotka oli enemmän tai vähemmän kukisti viime vuosina, kuten Oromo vapautusrintama tai Ogadenin kansallisen vapautusrintaman, voi yrittää hyödyntää turbulenssi ja häntäpää.",HY-SMT.4882,online-A.0,HY-SMT.4882
newstest2019,en-fi,"At the same time, tensions are rising along the border with Eritrea; a battle along that jagged, disputed line claimed hundreds of lives in June.",Samaan aikaan jännitteet Eritrean vastaisella rajalla kasvavat. Tämän kireän ja kiistanalaisen rajan varrella käyty taistelu vaati sadoittain henkiä kesäkuussa.,"Samaan aikaan jännitteet nousevat rajan yli Eritrean kanssa; taistelu, jossa kiisteltiin, kiisteltiin sadalla hengellä kesäkuussa.",Samaan aikaan jännitteet kärjistyvät Eritrean rajan rinnalla; taistelu kiistanalaista ja kiistanalaista linjaa vaati satoja ihmisiä kesäkuussa.,AaltoHnmtFlatcat.4798,HY-HNMT.4961,AaltoHnmtFlatcat.4798
newstest2019,en-fi,"The fact that it has occurred in Germany and at that very hotel chain, is an even greater disgrace.","Mutta vielä suurempi häpeä on se, että näin kävi Saksassa ja tässä kyseisessä hotelliketjussa.","Siitä, että se on tapahtunut Saksassa ja että hyvin hotelliketju on vielä suurempi häpeä.","Asialla, että se olemme ilmenneet Saksassa ja tuon very hotelliketjun luona, olemme jopa suurempi häpeän.",online-A.0,HY-AH.4797,online-A.0
newstest2019,en-fi,"The fact that it has occurred in Germany and at that very hotel chain, is an even greater disgrace.","Mutta vielä suurempi häpeä on se, että näin kävi Saksassa ja tässä kyseisessä hotelliketjussa.","Se, että se on tapahtunut Saksassa ja juuri hotellin ketjussa, on vieläkin suurempi häpeä.","Asialla, että se olemme ilmenneet Saksassa ja tuon very hotelliketjun luona, olemme jopa suurempi häpeän.",jhu-nmt-lattice-rescore.4903,HY-AH.4797,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,"The fact that it has occurred in Germany and at that very hotel chain, is an even greater disgrace.","Mutta vielä suurempi häpeä on se, että näin kävi Saksassa ja tässä kyseisessä hotelliketjussa.","Se, että se on sattunut Saksassa ja juuri tuossa hotelliketjussa, on vielä suurempi häpeä.","Asialla, että se olemme ilmenneet Saksassa ja tuon very hotelliketjun luona, olemme jopa suurempi häpeän.",AaltoHnmtMultitask.4873,HY-AH.4797,AaltoHnmtMultitask.4873
newstest2019,en-fi,"The fact that it has occurred in Germany and at that very hotel chain, is an even greater disgrace.","Mutta vielä suurempi häpeä on se, että näin kävi Saksassa ja tässä kyseisessä hotelliketjussa.","Se, että se on tapahtunut Saksassa ja juuri hotellin ketjussa, on vieläkin suurempi häpeä.","Se, että se on tapahtunut Saksassa ja että hyvin hotelliketju, on vielä suurempi häpeä.",jhu-nmt-lattice-rescore.4903,online-G.0,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,"The fact that it has occurred in Germany and at that very hotel chain, is an even greater disgrace.","Mutta vielä suurempi häpeä on se, että näin kävi Saksassa ja tässä kyseisessä hotelliketjussa.","Se, että se on tapahtunut Saksassa ja että hyvin hotelliketju, on vielä suurempi häpeä.","Asialla, että se olemme ilmenneet Saksassa ja tuon very hotelliketjun luona, olemme jopa suurempi häpeän.",online-G.0,HY-AH.4797,online-G.0
newstest2019,en-fi,"The fact that it has occurred in Germany and at that very hotel chain, is an even greater disgrace.","Mutta vielä suurempi häpeä on se, että näin kävi Saksassa ja tässä kyseisessä hotelliketjussa.","Se, että se on sattunut Saksassa ja juuri tuossa hotelliketjussa, on vielä suurempi häpeä.","Se, että se on tapahtunut Saksassa ja että hyvin hotelliketju, on vielä suurempi häpeä.",AaltoHnmtMultitask.4873,online-G.0,AaltoHnmtMultitask.4873
newstest2019,en-fi,"The fact that it has occurred in Germany and at that very hotel chain, is an even greater disgrace.","Mutta vielä suurempi häpeä on se, että näin kävi Saksassa ja tässä kyseisessä hotelliketjussa.","Se, että se on tapahtunut Saksassa ja juuri hotellin ketjussa, on vieläkin suurempi häpeä.","Se on tehty Saksassa ja tuohon hotelliin, on vielä suurempi häpeä.",jhu-nmt-lattice-rescore.4903,jhu-pbmt.4968,jhu-nmt-lattice-rescore.4903
newstest2019,en-fi,"The fact that it has occurred in Germany and at that very hotel chain, is an even greater disgrace.","Mutta vielä suurempi häpeä on se, että näin kävi Saksassa ja tässä kyseisessä hotelliketjussa.","Se on tehty Saksassa ja tuohon hotelliin, on vielä suurempi häpeä.","Asialla, että se olemme ilmenneet Saksassa ja tuon very hotelliketjun luona, olemme jopa suurempi häpeän.",jhu-pbmt.4968,HY-AH.4797,jhu-pbmt.4968
